Rk,Player,Squad,Age,Weekly Wages,Annual Wages
79,Thiago Silva,Chelsea,36,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065)
80,Kyle Walker,Manchester City,31,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065)
81,Pierre Højbjerg,Tottenham,25,£ 101923 (€ 121550 $123859),£ 5300000 (€ 6320593 $6440672)
82,Bernd Leno,Arsenal,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
83,Granit Xhaka,Arsenal,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
84,Sead Kolašinac,Arsenal,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
85,Dean Henderson,Manchester Utd,24,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
86,Dele Alli,Tottenham,25,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
87,Hugo Lloris,Tottenham,34,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
88,Joël Matip,Liverpool,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
89,Sadio Mané,Liverpool,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
90,João Moutinho,Wolves,34,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
91,Antonio Rüdiger,Chelsea,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
92,Hakim Ziyech,Chelsea,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
93,Marcos Alonso,Chelsea,30,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
94,Gylfi Sigurðsson,Everton,32,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
95,Jordan Pickford,Everton,27,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150)
96,Jarrod Bowen,West Ham,24,£ 96154 (€ 114670 $116848),£ 5000000 (€ 5962824 $6076106)
97,Ross Barkley,Chelsea,27,£ 96154 (€ 114670 $116848),£ 5000000 (€ 5962824 $6076106)
98,Alex Telles,Manchester Utd,28,£ 93077 (€ 111000 $113109),£ 4840000 (€ 5772013 $5881671)
99,Nathan Aké,Manchester City,26,£ 92308 (€ 110083 $112174),£ 4800000 (€ 5724311 $5833062)
100,Adam Lallana,Brighton,33,£ 90385 (€ 107790 $109837),£ 4700000 (€ 5605054 $5711540)
101,Martinelli,Arsenal,20,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235)
102,Aaron Wan-Bissaka,Manchester Utd,23,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235)
103,Diogo Jota,Liverpool,24,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235)
104,Leander Dendoncker,Wolves,26,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235)
105,Richarlison,Everton,24,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235)
106,Benjamin Mendy,Manchester City,27,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235)
107,Gabriel Jesus,Manchester City,24,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235)
108,Mason Mount,Chelsea,22,£ 88462 (€ 105496 $107500),£ 4600000 (€ 5485798 $5590018)
109,Pablo Marí,Arsenal,27,£ 85000 (€ 101368 $103294),£ 4420000 (€ 5271136 $5371278)
110,Leon Bailey,Aston Villa,23,£ 85000 (€ 101368 $103294),£ 4420000 (€ 5271136 $5371278)
111,Nathaniel Clyne,Crystal Palace,30,£ 80769 (€ 96323 $98152),£ 4200000 (€ 5008772 $5103929)
112,Eric Bailly,Manchester Utd,27,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
113,Moussa Sissoko,Watford,31,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
114,Bryan,Tottenham,20,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
115,Lucas Moura,Tottenham,28,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
116,Odsonne Édouard,Crystal Palace,23,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
117,Tyrone Mings,Aston Villa,28,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
118,Fábio Silva,Wolves,19,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
119,Boubakary Soumaré,Leicester City,22,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
120,Jonny Evans,Leicester City,33,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
121,Patson Daka,Leicester City,22,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
122,Ryan Bertrand,Leicester City,31,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
123,Joelinton,Newcastle Utd,24,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
124,Andreas Christensen,Chelsea,25,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
125,Fabian Delph,Everton,31,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
126,João Cancelo,Manchester City,27,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320)
127,Martin Ødegaard,Arsenal,22,£ 79038 (€ 94258 $96049),£ 4110000 (€ 4901441 $4994559)
128,Bertrand Traoré,Aston Villa,25,£ 77885 (€ 92882 $94647),£ 4050000 (€ 4829887 $4921646)
129,Vicente Guaita,Crystal Palace,34,£ 76923 (€ 91736 $93479),£ 4000000 (€ 4770259 $4860885)
130,Nélson Semedo,Wolves,27,£ 76923 (€ 91736 $93479),£ 4000000 (€ 4770259 $4860885)
131,Ben Godfrey,Everton,23,£ 76923 (€ 91736 $93479),£ 4000000 (€ 4770259 $4860885)
132,Cédric Soares,Arsenal,29,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
133,Jesse Lingard,Manchester Utd,28,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
134,Mason Greenwood,Manchester Utd,19,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
135,Phil Jones,Manchester Utd,29,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
136,Theo Walcott,Southampton,32,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
137,Rodrigo Bentancur,Tottenham,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
138,Steven Bergwijn,Tottenham,23,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
139,Joe Gomez,Liverpool,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
140,Takumi Minamino,Liverpool,26,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
141,Emi Buendía,Aston Villa,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
142,Ollie Watkins,Aston Villa,25,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
143,Jannik Vestergaard,Leicester City,28,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
144,Wilfred Ndidi,Leicester City,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
145,Abdoulaye Doucouré,Everton,28,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
146,Jean-Philippe Gbamin,Everton,25,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363)
147,Eric Dier,Tottenham,27,£ 72308 (€ 86232 $87870),£ 3760000 (€ 4484043 $4569232)
148,Fraser Forster,Southampton,33,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
149,Giovani Lo Celso,Tottenham,25,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
150,Joachim Andersen,Crystal Palace,25,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
151,Angelo Ogbonna,West Ham,33,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
152,Manuel Lanzini,West Ham,28,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
153,Michail Antonio,West Ham,31,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
154,Nikola Vlašić,West Ham,23,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
155,Winston Reid,West Ham,33,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
156,Ibrahima Konaté,Liverpool,22,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
157,Ricardo Pereira,Leicester City,27,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
158,Jonjo Shelvey,Newcastle Utd,29,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
159,Allan,Everton,30,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
160,Séamus Coleman,Everton,32,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405)
161,Pablo Fornals,West Ham,25,£ 67308 (€ 80269 $81794),£ 3500000 (€ 4173976 $4253274)
162,Tomáš Souček,West Ham,26,£ 67308 (€ 80269 $81794),£ 3500000 (€ 4173976 $4253274)
163,Issa Diop,West Ham,24,£ 66923 (€ 79810 $81326),£ 3480000 (€ 4150125 $4228970)
164,Matt Doherty,Tottenham,29,£ 65385 (€ 77975 $79457),£ 3400000 (€ 4054720 $4131752)
165,Brandon Williams,Norwich City,20,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448)
166,Oriol Romeu,Southampton,29,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448)
167,Davinson Sánchez,Tottenham,25,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448)
168,Cheikhou Kouyaté,Crystal Palace,31,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448)
169,Łukasz Fabiański,West Ham,36,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448)
170,Matty Cash,Aston Villa,23,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448)
171,Michael Keane,Everton,28,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448)
172,Ederson,Manchester City,27,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448)
173,Nathaniel Phillips,Liverpool,24,£ 64615 (€ 77058 $78522),£ 3360000 (€ 4007017 $4083143)
174,Raphinha,Leeds United,24,£ 63500 (€ 75728 $77167),£ 3302000 (€ 3937849 $4012660)
175,Ismaila Sarr,Watford,23,£ 63077 (€ 75223 $76652),£ 3280000 (€ 3911612 $3985926)
176,Timothy Castagne,Leicester City,25,£ 63000 (€ 75132 $76559),£ 3276000 (€ 3906842 $3981065)
177,Aaron Ramsdale,Arsenal,23,£ 61923 (€ 73847 $75250),£ 3220000 (€ 3840058 $3913012)
178,Scott McTominay,Manchester Utd,24,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
179,Danny Rose,Watford,31,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
180,Mohamed Elyounoussi,Southampton,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
181,Nathan Redmond,Southampton,27,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
182,Shane Long,Southampton,34,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
183,Ben Davies,Tottenham,28,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
184,Divock Origi,Liverpool,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
185,Kostas Tsimikas,Liverpool,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
186,Daniel Podence,Wolves,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
187,Kelechi Iheanacho,Leicester City,24,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
188,Ruben Loftus-Cheek,Chelsea,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
189,Cenk Tosun,Everton,30,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490)
190,Adrián,Liverpool,34,£ 58077 (€ 69260 $70576),£ 3020000 (€ 3601545 $3669968)
191,Reece James,Chelsea,21,£ 58077 (€ 69260 $70576),£ 3020000 (€ 3601545 $3669968)
192,Ryan Sessegnon,Tottenham,21,£ 57692 (€ 68802 $70109),£ 3000000 (€ 3577694 $3645664)
193,Rodrigo,Leeds United,30,£ 57692 (€ 68802 $70109),£ 3000000 (€ 3577694 $3645664)
194,Emil Krafth,Newcastle Utd,26,£ 57692 (€ 68802 $70109),£ 3000000 (€ 3577694 $3645664)
195,Luis Díaz,Liverpool,24,£ 56000 (€ 66784 $68052),£ 2912000 (€ 3472748 $3538724)
196,Takehiro Tomiyasu,Arsenal,22,£ 55962 (€ 66738 $68006),£ 2910000 (€ 3470363 $3536294)
197,Jeffrey Schlupp,Crystal Palace,28,£ 55962 (€ 66738 $68006),£ 2910000 (€ 3470363 $3536294)
198,Ibrahima Diallo,Southampton,22,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
199,Moussa Djenepo,Southampton,23,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
200,Jaïro Riedewald,Crystal Palace,24,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
201,James McArthur,Crystal Palace,33,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
202,Luka Milivojević,Crystal Palace,30,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
203,Junior Firpo,Leeds United,24,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
204,Ben Mee,Burnley,31,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
205,Nampalys Mendy,Leicester City,29,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
206,Danny Welbeck,Brighton,30,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533)
207,Jean-Philippe Mateta,Crystal Palace,24,£ 53462 (€ 63756 $64968),£ 2780000 (€ 3315330 $3378315)
208,Sergio Reguilón,Tottenham,24,£ 53000 (€ 63206 $64407),£ 2756000 (€ 3286708 $3349150)
209,Trézéguet,Aston Villa,26,£ 52500 (€ 62610 $63799),£ 2730000 (€ 3255702 $3317554)
210,Albert Sambi Lokonga,Arsenal,21,£ 51923 (€ 61922 $63098),£ 2700000 (€ 3219925 $3281097)
211,Edouard Mendy,Chelsea,29,£ 51923 (€ 61922 $63098),£ 2700000 (€ 3219925 $3281097)
212,Calum Chambers,Arsenal,26,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
213,Gabriel Dos Santos,Arsenal,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
214,Mohamed Elneny,Arsenal,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
215,Joshua King,Watford,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
216,Tom Cleverley,Watford,31,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
217,Adam Armstrong,Southampton,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
218,Alex McCarthy,Southampton,31,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
219,Lyanco,Southampton,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
220,Stuart Armstrong,Southampton,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
221,Harry Winks,Tottenham,25,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
222,James Tomkins,Crystal Palace,32,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
223,Daniel James,Leeds United,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
224,Aaron Cresswell,West Ham,31,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
225,Mark Noble,West Ham,34,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
226,Andrew Robertson,Liverpool,27,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
227,Axel Tuanzebe,Aston Villa,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
228,Pedro Neto,Wolves,21,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
229,Rúben Neves,Wolves,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
230,Willy Boly,Wolves,30,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
231,Chris Wood,Burnley,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
232,James Tarkowski,Burnley,28,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
233,Neal Maupay,Brighton,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
234,Pascal Groß,Brighton,30,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
235,Alex Iwobi,Everton,25,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
236,Ashley Young,Aston Villa,36,£ 49423 (€ 58940 $60060),£ 2570000 (€ 3064891 $3123118)
237,Ademola Lookman,Leicester City,23,£ 49038 (€ 58482 $59593),£ 2550000 (€ 3041040 $3098814)
238,Morgan Sanson,Aston Villa,26,£ 48077 (€ 57335 $58424),£ 2500000 (€ 2981412 $3038053)
239,Erik Pieters,Burnley,32,£ 48077 (€ 57335 $58424),£ 2500000 (€ 2981412 $3038053)
240,Jack Stephens,Southampton,27,£ 47885 (€ 57106 $58190),£ 2490000 (€ 2969486 $3025901)
241,Emiliano Martínez,Aston Villa,28,£ 47500 (€ 56647 $57723),£ 2470000 (€ 2945635 $3001596)
242,Federico Fernández,Newcastle Utd,32,£ 47308 (€ 56417 $57489),£ 2460000 (€ 2933709 $2989444)
243,Robin Koch,Leeds United,25,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531)
244,Callum Wilson,Newcastle Utd,29,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531)
245,Ferrán Torres,Manchester City,21,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531)
246,Zack Steffen,Manchester City,26,£ 46000 (€ 54858 $55900),£ 2392000 (€ 2852615 $2906809)
247,Eddie Nketiah,Arsenal,22,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
248,Imran Louza,Watford,22,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
249,James Ward-Prowse,Southampton,26,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
250,Jack Butland,Crystal Palace,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
251,Keinan Davis,Aston Villa,23,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
252,Maxwel Cornet,Burnley,24,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
253,Ayoze Pérez,Leicester City,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
254,Çağlar Söyüncü,Leicester City,25,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
255,Marc Albrighton,Leicester City,31,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
256,Matt Ritchie,Newcastle Utd,31,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
257,Jürgen Locadia,Brighton,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
258,Lewis Dunk,Brighton,29,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
259,Andros Townsend,Everton,30,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
260,Salomón Rondón,Everton,31,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
261,Billy Gilmour,Norwich City,20,£ 43269 (€ 51601 $52582),£ 2250000 (€ 2683271 $2734248)
262,Lewis Baker,Chelsea,26,£ 43269 (€ 51601 $52582),£ 2250000 (€ 2683271 $2734248)
263,Adama Traoré,Wolves,25,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095)
264,Marc Cucurella,Brighton,23,£ 42885 (€ 51143 $52114),£ 2230000 (€ 2659419 $2709943)
265,Craig Dawson,West Ham,31,£ 42500 (€ 50684 $51647),£ 2210000 (€ 2635568 $2685639)
266,Leandro Trossard,Brighton,26,£ 42500 (€ 50684 $51647),£ 2210000 (€ 2635568 $2685639)
267,Marc Guéhi,Crystal Palace,21,£ 42308 (€ 50455 $51413),£ 2200000 (€ 2623642 $2673487)
268,Miguel Almirón,Newcastle Utd,27,£ 42308 (€ 50455 $51413),£ 2200000 (€ 2623642 $2673487)
269,Tom Heaton,Manchester Utd,35,£ 41923 (€ 49996 $50946),£ 2180000 (€ 2599791 $2649182)
270,Emerson,Tottenham,22,£ 41731 (€ 49767 $50712),£ 2170000 (€ 2587865 $2637030)
271,Raúl Jiménez,Wolves,30,£ 41154 (€ 49079 $50011),£ 2140000 (€ 2552088 $2600573)
272,Ki-Jana Hoever,Wolves,19,£ 40385 (€ 48161 $49076),£ 2100000 (€ 2504386 $2551965)
273,Rob Holding,Arsenal,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
274,Ben Gibson,Norwich City,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
275,Milot Rashica,Norwich City,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
276,Romain Perraud,Southampton,23,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
277,Will Hughes,Crystal Palace,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
278,Arthur Masuaku,West Ham,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
279,Ryan Fredericks,West Ham,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
280,José Sá,Wolves,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
281,Ashley Barnes,Burnley,31,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
282,Josh Brownhill,Burnley,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
283,Dwight Gayle,Newcastle Utd,30,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
284,Fabian Schär,Newcastle Utd,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
285,Jamaal Lascelles,Newcastle Utd,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
286,Charly Musonda Jr.,Chelsea,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
287,Shane Duffy,Brighton,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
288,Asmir Begović,Everton,34,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
289,Demarai Gray,Everton,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
290,Oskar Buur,Wolves,23,£ 38462 (€ 45868 $46739),£ 2000000 (€ 2385129 $2430442)
291,Allan Saint-Maximin,Newcastle Utd,24,£ 38462 (€ 45868 $46739),£ 2000000 (€ 2385129 $2430442)
292,Jamal Lewis,Newcastle Utd,23,£ 38462 (€ 45868 $46739),£ 2000000 (€ 2385129 $2430442)
293,Joël Veltman,Brighton,29,£ 38462 (€ 45868 $46739),£ 2000000 (€ 2385129 $2430442)
294,Jack Cork,Burnley,32,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
295,Martin Dúbravka,Newcastle Utd,32,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
296,Adam Webster,Brighton,26,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
297,Darren Randolph,West Ham,34,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
298,Dale Stephens,Burnley,32,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
299,Jonny Castro,Wolves,27,£ 36673 (€ 43735 $44566),£ 1907000 (€ 2274221 $2317427)
300,Juraj Kucka,Watford,34,£ 36346 (€ 43345 $44169),£ 1890000 (€ 2253947 $2296768)
301,Ashley Westwood,Burnley,31,£ 36000 (€ 42932 $43748),£ 1872000 (€ 2232481 $2274894)
302,Ainsley Maitland-Niles,Arsenal,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
303,Pierre Lees-Melou,Norwich City,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
304,Dan Gosling,Watford,31,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
305,Joel Ward,Crystal Palace,31,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
306,Michael Olise,Crystal Palace,19,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
307,Patrick Bamford,Leeds United,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
308,Vladimír Coufal,West Ham,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
309,Matt Targett,Aston Villa,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
310,Fernando Marçal,Wolves,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
311,Connor Roberts,Burnley,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
312,Jay Rodriguez,Burnley,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
313,Matěj Vydra,Burnley,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
314,Nick Pope,Burnley,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
315,Ciaran Clark,Newcastle Utd,31,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
316,Javier Manquillo,Newcastle Utd,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
317,Jeff Hendrick,Newcastle Utd,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
318,Paul Dummett,Newcastle Utd,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
319,Ryan Fraser,Newcastle Utd,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
320,Kristoffer Ajer,Brentford,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
321,Marcus Bettinelli,Chelsea,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
322,Tariq Lamptey,Brighton,20,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
323,Ozan Tufan,Watford,26,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180)
